query_type	relation	query	correct output	system output	ssg output	Exact Match	Soft Match
set	P54	2010 FIFA World Cup is a member of which teams?	['Japan']	[[4]]	[[[0, '2013 FIA World Endurance Championship team Audi Sport Team Joest']], [[1, 'UEFA Euro 2016 team Hungary']], [[2, '2010 FIFA World Cup team Argentina']], [[3, '2010 FIFA World Cup team Greece']], [[4, '2010 FIFA World Cup team Japan']], [[5, '2013 FIA World Endurance Championship team Aston Martin Racing']], [[6, '2013 FIA World Endurance Championship team Aston Martin Racing']], [[7, '2013 FIA World Endurance Championship team Aston Martin Racing']], [[0, '2013 FIA World Endurance Championship team Audi Sport Team Joest'], [2, '2010 FIFA World Cup team Argentina']], [[0, '2013 FIA World Endurance Championship team Audi Sport Team Joest'], [3, '2010 FIFA World Cup team Greece']], [[0, '2013 FIA World Endurance Championship team Audi Sport Team Joest'], [4, '2010 FIFA World Cup team Japan']], [[0, '2013 FIA World Endurance Championship team Audi Sport Team Joest'], [5, '2013 FIA World Endurance Championship team Aston Martin Racing']], [[0, '2013 FIA World Endurance Championship team Audi Sport Team Joest'], [6, '2013 FIA World Endurance Championship team Aston Martin Racing']], [[0, '2013 FIA World Endurance Championship team Audi Sport Team Joest'], [7, '2013 FIA World Endurance Championship team Aston Martin Racing']], [[1, 'UEFA Euro 2016 team Hungary'], [2, '2010 FIFA World Cup team Argentina']], [[1, 'UEFA Euro 2016 team Hungary'], [3, '2010 FIFA World Cup team Greece']], [[1, 'UEFA Euro 2016 team Hungary'], [4, '2010 FIFA World Cup team Japan']], [[1, 'UEFA Euro 2016 team Hungary'], [5, '2013 FIA World Endurance Championship team Aston Martin Racing']], [[1, 'UEFA Euro 2016 team Hungary'], [6, '2013 FIA World Endurance Championship team Aston Martin Racing']], [[1, 'UEFA Euro 2016 team Hungary'], [7, '2013 FIA World Endurance Championship team Aston Martin Racing']], [[2, '2010 FIFA World Cup team Argentina'], [3, '2010 FIFA World Cup team Greece']], [[2, '2010 FIFA World Cup team Argentina'], [4, '2010 FIFA World Cup team Japan']], [[2, '2010 FIFA World Cup team Argentina'], [5, '2013 FIA World Endurance Championship team Aston Martin Racing']], [[2, '2010 FIFA World Cup team Argentina'], [6, '2013 FIA World Endurance Championship team Aston Martin Racing']], [[2, '2010 FIFA World Cup team Argentina'], [7, '2013 FIA World Endurance Championship team Aston Martin Racing']], [[3, '2010 FIFA World Cup team Greece'], [4, '2010 FIFA World Cup team Japan']], [[3, '2010 FIFA World Cup team Greece'], [5, '2013 FIA World Endurance Championship team Aston Martin Racing']], [[3, '2010 FIFA World Cup team Greece'], [6, '2013 FIA World Endurance Championship team Aston Martin Racing']], [[3, '2010 FIFA World Cup team Greece'], [7, '2013 FIA World Endurance Championship team Aston Martin Racing']], [[4, '2010 FIFA World Cup team Japan'], [5, '2013 FIA World Endurance Championship team Aston Martin Racing']], [[4, '2010 FIFA World Cup team Japan'], [6, '2013 FIA World Endurance Championship team Aston Martin Racing']], [[4, '2010 FIFA World Cup team Japan'], [7, '2013 FIA World Endurance Championship team Aston Martin Racing']], [[5, '2013 FIA World Endurance Championship team Aston Martin Racing'], [6, '2013 FIA World Endurance Championship team Aston Martin Racing']], [[5, '2013 FIA World Endurance Championship team Aston Martin Racing'], [7, '2013 FIA World Endurance Championship team Aston Martin Racing']], [[5, '2013 FIA World Endurance Championship team Aston Martin Racing'], [8, '2013 FIA World Endurance Championship team AF Corse']], [[6, '2013 FIA World Endurance Championship team Aston Martin Racing'], [7, '2013 FIA World Endurance Championship team Aston Martin Racing']], [[6, '2013 FIA World Endurance Championship team Aston Martin Racing'], [8, '2013 FIA World Endurance Championship team AF Corse']], [[7, '2013 FIA World Endurance Championship team Aston Martin Racing'], [8, '2013 FIA World Endurance Championship team AF Corse']]]	1	1
min/max	P54	Who has played for the least teams?	['2013 FIA World Endurance Championship']	None	[[]]	0	0
set	P54	1962 FIFA World Cup is a member of which teams?	['Colombia', 'West Germany']	[[0], [6]]	[[[0, '1962 FIFA World Cup team West Germany']], [[2, '1962 FIFA World Cup team Czechoslovakia']], [[6, '1962 FIFA World Cup team Colombia']], [[7, '1962 FIFA World Cup team Argentina']], [[8, '1962 FIFA World Cup team Chile']], [[0, '1962 FIFA World Cup team West Germany'], [2, '1962 FIFA World Cup team Czechoslovakia']], [[0, '1962 FIFA World Cup team West Germany'], [6, '1962 FIFA World Cup team Colombia']], [[0, '1962 FIFA World Cup team West Germany'], [7, '1962 FIFA World Cup team Argentina']], [[0, '1962 FIFA World Cup team West Germany'], [8, '1962 FIFA World Cup team Chile']], [[2, '1962 FIFA World Cup team Czechoslovakia'], [6, '1962 FIFA World Cup team Colombia']], [[2, '1962 FIFA World Cup team Czechoslovakia'], [7, '1962 FIFA World Cup team Argentina']], [[2, '1962 FIFA World Cup team Czechoslovakia'], [8, '1962 FIFA World Cup team Chile']], [[6, '1962 FIFA World Cup team Colombia'], [7, '1962 FIFA World Cup team Argentina']], [[6, '1962 FIFA World Cup team Colombia'], [8, '1962 FIFA World Cup team Chile']], [[7, '1962 FIFA World Cup team Argentina'], [8, '1962 FIFA World Cup team Chile']]]	1	1
bool	P118	Does Paysandu Sport Club participate in Second League?	['FALSE']	[[4]]	[[[4, 'Paysandu Sport C.lub division C.']], [[1, 'OFC Nesebar division Second League'], [4, 'Paysandu Sport C.lub division C.']], [[1, 'OFC Nesebar division Second League'], [9, 'Doncaster Rovers F.C. league Championship']]]	1	1
bool	P54	Is 1962 FIFA World Cup part of Cofidis?	['FALSE']	[[0], [6], [8]]	[[[6, '1962 FIFA World Cup team Colombia']], [[0, '1962 FIFA World Cup team West Germany'], [2, '1962 FIFA World Cup team Czechoslovakia']], [[0, '1962 FIFA World Cup team West Germany'], [6, '1962 FIFA World Cup team Colombia']], [[0, '1962 FIFA World Cup team West Germany'], [7, '1962 FIFA World Cup team Argentina']], [[0, '1962 FIFA World Cup team West Germany'], [8, '1962 FIFA World Cup team Chile']], [[2, '1962 FIFA World Cup team Czechoslovakia'], [6, '1962 FIFA World Cup team Colombia']], [[2, '1962 FIFA World Cup team Czechoslovakia'], [7, '1962 FIFA World Cup team Argentina']], [[2, '1962 FIFA World Cup team Czechoslovakia'], [8, '1962 FIFA World Cup team Chile']], [[6, '1962 FIFA World Cup team Colombia'], [7, '1962 FIFA World Cup team Argentina']], [[6, '1962 FIFA World Cup team Colombia'], [8, '1962 FIFA World Cup team Chile']], [[7, '1962 FIFA World Cup team Argentina'], [8, '1962 FIFA World Cup team Chile']]]	0	1
min/max	P54	What is the smallest team?	['West Germany', 'Franca', 'Cofidis', 'Argentina']	None	[[[1, 'OFC Nesebar division Second League']], [[4, 'Paysandu Sport C.lub division C.']]]	0	0
set	P118	Who plays in Second League?	['OFC Nesebar']	[[1]]	[[[1, 'OFC Nesebar division Second League'], [9, 'Doncaster Rovers F.C. league Championship']]]	0	1
count	P54	How many people play for Czechoslovakia?	[1]	None	[[]]	0	0
min/max	P54	Who has played for the least teams?	['2013 FIA World Endurance Championship', 'Atlanta Falcons']	None	[[]]	0	0
set	P54	List teams 2013 FIA World Endurance Championship plays for	['8 Star Motorsports', 'Rebellion Racing']	[[3], [7]]	[[[3, '2013 FIA World Endurance Championship team 8 Star Motorsports']], [[7, '2013 FIA World Endurance Championship team Rebellion Racing']], [[3, '2013 FIA World Endurance Championship team 8 Star Motorsports'], [7, '2013 FIA World Endurance Championship team Rebellion Racing']]]	1	1
bool	P54	Is Atlanta Falcons part of 8 Star Motorsports?	['FALSE']	[[8]]	[[[3, '2013 FIA World Endurance Championship team 8 Star Motorsports']], [[8, 'Atlanta Falcons team Miami Dolphins']], [[3, '2013 FIA World Endurance Championship team 8 Star Motorsports'], [7, '2013 FIA World Endurance Championship team Rebellion Racing']], [[3, '2013 FIA World Endurance Championship team 8 Star Motorsports'], [8, 'Atlanta Falcons team Miami Dolphins']], [[4, 'Atlanta Falcons team Buffalo Bills'], [3, '2013 FIA World Endurance Championship team 8 Star Motorsports']], [[4, 'Atlanta Falcons team Buffalo Bills'], [8, 'Atlanta Falcons team Miami Dolphins']], [[8, 'Atlanta Falcons team Miami Dolphins'], [7, '2013 FIA World Endurance Championship team Rebellion Racing']]]	1	1
set	P54	Cypriot First Division is a member of which teams?	[]	None	[[]]	0	0
count	P54	How many people play for Miami Dolphins?	[1]	[[8]]	[[[4, 'Atlanta Falcons team Buffalo Bills'], [8, 'Atlanta Falcons team Miami Dolphins']]]	0	1
count	P118	How many people play in South?	[1]	[[4]]	[[[2, 'Alabama league Gulf Coast Premier League'], [1, 'Alabama league Professional Hockey League']], [[2, 'Alabama league Gulf Coast Premier League'], [4, 'Alabama league South']], [[4, 'Alabama league South'], [1, 'Alabama league Professional Hockey League']]]	0	1
min/max	P54	Which team has the least players?	['Elena Grosheva', 'United States', 'Cincinnati Bengals', 'Dmitri Vasilenko']	[[1], [2], [3], [4]]	[[[0, 'National Hockey League team Tampa Bay Lightning']], [[0, 'National Hockey League team Tampa Bay Lightning'], [2, '1997 World Artistic Gymnastics Championships team United States']], [[0, 'National Hockey League team Tampa Bay Lightning'], [3, 'Atlanta Falcons team Cincinnati Bengals']], [[0, 'National Hockey League team Tampa Bay Lightning'], [5, 'Atlanta Falcons team Philadelphia Eagles']]]	0	1
min/max	P54	Who has played for the most number of teams?	['1997 World Artistic Gymnastics Championships', 'Atlanta Falcons']	[[1], [3], [5], [6]]	[[[0, 'National Hockey League team Tampa Bay Lightning']], [[3, 'Atlanta Falcons team Cincinnati Bengals']], [[5, 'Atlanta Falcons team Philadelphia Eagles']], [[0, 'National Hockey League team Tampa Bay Lightning'], [2, '1997 World Artistic Gymnastics Championships team United States']], [[0, 'National Hockey League team Tampa Bay Lightning'], [3, 'Atlanta Falcons team Cincinnati Bengals']], [[0, 'National Hockey League team Tampa Bay Lightning'], [5, 'Atlanta Falcons team Philadelphia Eagles']], [[0, 'National Hockey League team Tampa Bay Lightning'], [6, '1997 World Artistic Gymnastics Championships team John Macready']], [[0, 'National Hockey League team Tampa Bay Lightning'], [7, '2010 FIFA World Cup team Australia']], [[3, 'Atlanta Falcons team Cincinnati Bengals'], [2, '1997 World Artistic Gymnastics Championships team United States']], [[3, 'Atlanta Falcons team Cincinnati Bengals'], [5, 'Atlanta Falcons team Philadelphia Eagles']], [[3, 'Atlanta Falcons team Cincinnati Bengals'], [6, '1997 World Artistic Gymnastics Championships team John Macready']], [[3, 'Atlanta Falcons team Cincinnati Bengals'], [7, '2010 FIFA World Cup team Australia']], [[5, 'Atlanta Falcons team Philadelphia Eagles'], [2, '1997 World Artistic Gymnastics Championships team United States']], [[5, 'Atlanta Falcons team Philadelphia Eagles'], [6, '1997 World Artistic Gymnastics Championships team John Macready']], [[5, 'Atlanta Falcons team Philadelphia Eagles'], [7, '2010 FIFA World Cup team Australia']]]	0	1
count	P54	How many teams has 1997 World Artistic Gymnastics Championships played for?	[3]	[[1], [3], [5]]	[[[1, '1997 World Artistic Gymnastics Championships team Belarus']], [[2, '1997 World Artistic Gymnastics Championships team Russia']], [[3, '1997 World Artistic Gymnastics Championships team Shigeru Kurihara']], [[5, '1997 World Artistic Gymnastics Championships team Elena Dolgopolova']], [[6, '1997 World Artistic Gymnastics Championships team Mirela Țugurlan']], [[8, '1997 World Artistic Gymnastics Championships team Alexei Nemov']], [[9, '1997 World Artistic Gymnastics Championships team Zhou Duan']], [[1, '1997 World Artistic Gymnastics Championships team Belarus'], [2, '1997 World Artistic Gymnastics Championships team Russia']], [[1, '1997 World Artistic Gymnastics Championships team Belarus'], [3, '1997 World Artistic Gymnastics Championships team Shigeru Kurihara']], [[1, '1997 World Artistic Gymnastics Championships team Belarus'], [5, '1997 World Artistic Gymnastics Championships team Elena Dolgopolova']], [[1, '1997 World Artistic Gymnastics Championships team Belarus'], [6, '1997 World Artistic Gymnastics Championships team Mirela Țugurlan']], [[1, '1997 World Artistic Gymnastics Championships team Belarus'], [8, '1997 World Artistic Gymnastics Championships team Alexei Nemov']], [[1, '1997 World Artistic Gymnastics Championships team Belarus'], [9, '1997 World Artistic Gymnastics Championships team Zhou Duan']], [[2, '1997 World Artistic Gymnastics Championships team Russia'], [3, '1997 World Artistic Gymnastics Championships team Shigeru Kurihara']], [[2, '1997 World Artistic Gymnastics Championships team Russia'], [5, '1997 World Artistic Gymnastics Championships team Elena Dolgopolova']], [[2, '1997 World Artistic Gymnastics Championships team Russia'], [6, '1997 World Artistic Gymnastics Championships team Mirela Țugurlan']], [[2, '1997 World Artistic Gymnastics Championships team Russia'], [8, '1997 World Artistic Gymnastics Championships team Alexei Nemov']], [[2, '1997 World Artistic Gymnastics Championships team Russia'], [9, '1997 World Artistic Gymnastics Championships team Zhou Duan']], [[3, '1997 World Artistic Gymnastics Championships team Shigeru Kurihara'], [9, '1997 World Artistic Gymnastics Championships team Zhou Duan']], [[5, '1997 World Artistic Gymnastics Championships team Elena Dolgopolova'], [3, '1997 World Artistic Gymnastics Championships team Shigeru Kurihara']], [[5, '1997 World Artistic Gymnastics Championships team Elena Dolgopolova'], [6, '1997 World Artistic Gymnastics Championships team Mirela Țugurlan']], [[5, '1997 World Artistic Gymnastics Championships team Elena Dolgopolova'], [9, '1997 World Artistic Gymnastics Championships team Zhou Duan']], [[6, '1997 World Artistic Gymnastics Championships team Mirela Țugurlan'], [3, '1997 World Artistic Gymnastics Championships team Shigeru Kurihara']], [[6, '1997 World Artistic Gymnastics Championships team Mirela Țugurlan'], [9, '1997 World Artistic Gymnastics Championships team Zhou Duan']], [[8, '1997 World Artistic Gymnastics Championships team Alexei Nemov'], [3, '1997 World Artistic Gymnastics Championships team Shigeru Kurihara']], [[8, '1997 World Artistic Gymnastics Championships team Alexei Nemov'], [9, '1997 World Artistic Gymnastics Championships team Zhou Duan']]]	1	1
bool	P54	Does 1997 World Artistic Gymnastics Championships play for Zhou Duan?	['TRUE']	[[9]]	[[[3, '1997 World Artistic Gymnastics Championships team Shigeru Kurihara']], [[5, '1997 World Artistic Gymnastics Championships team Elena Dolgopolova']], [[6, '1997 World Artistic Gymnastics Championships team Mirela Țugurlan']], [[8, '1997 World Artistic Gymnastics Championships team Alexei Nemov']], [[9, '1997 World Artistic Gymnastics Championships team Zhou Duan']], [[1, '1997 World Artistic Gymnastics Championships team Belarus'], [2, '1997 World Artistic Gymnastics Championships team Russia']], [[1, '1997 World Artistic Gymnastics Championships team Belarus'], [3, '1997 World Artistic Gymnastics Championships team Shigeru Kurihara']], [[1, '1997 World Artistic Gymnastics Championships team Belarus'], [5, '1997 World Artistic Gymnastics Championships team Elena Dolgopolova']], [[1, '1997 World Artistic Gymnastics Championships team Belarus'], [6, '1997 World Artistic Gymnastics Championships team Mirela Țugurlan']], [[1, '1997 World Artistic Gymnastics Championships team Belarus'], [8, '1997 World Artistic Gymnastics Championships team Alexei Nemov']], [[1, '1997 World Artistic Gymnastics Championships team Belarus'], [9, '1997 World Artistic Gymnastics Championships team Zhou Duan']], [[2, '1997 World Artistic Gymnastics Championships team Russia'], [3, '1997 World Artistic Gymnastics Championships team Shigeru Kurihara']], [[2, '1997 World Artistic Gymnastics Championships team Russia'], [5, '1997 World Artistic Gymnastics Championships team Elena Dolgopolova']], [[2, '1997 World Artistic Gymnastics Championships team Russia'], [6, '1997 World Artistic Gymnastics Championships team Mirela Țugurlan']], [[2, '1997 World Artistic Gymnastics Championships team Russia'], [8, '1997 World Artistic Gymnastics Championships team Alexei Nemov']], [[2, '1997 World Artistic Gymnastics Championships team Russia'], [9, '1997 World Artistic Gymnastics Championships team Zhou Duan']], [[3, '1997 World Artistic Gymnastics Championships team Shigeru Kurihara'], [5, '1997 World Artistic Gymnastics Championships team Elena Dolgopolova']], [[3, '1997 World Artistic Gymnastics Championships team Shigeru Kurihara'], [6, '1997 World Artistic Gymnastics Championships team Mirela Țugurlan']], [[3, '1997 World Artistic Gymnastics Championships team Shigeru Kurihara'], [8, '1997 World Artistic Gymnastics Championships team Alexei Nemov']], [[3, '1997 World Artistic Gymnastics Championships team Shigeru Kurihara'], [9, '1997 World Artistic Gymnastics Championships team Zhou Duan']], [[5, '1997 World Artistic Gymnastics Championships team Elena Dolgopolova'], [6, '1997 World Artistic Gymnastics Championships team Mirela Țugurlan']], [[5, '1997 World Artistic Gymnastics Championships team Elena Dolgopolova'], [8, '1997 World Artistic Gymnastics Championships team Alexei Nemov']], [[5, '1997 World Artistic Gymnastics Championships team Elena Dolgopolova'], [9, '1997 World Artistic Gymnastics Championships team Zhou Duan']], [[6, '1997 World Artistic Gymnastics Championships team Mirela Țugurlan'], [8, '1997 World Artistic Gymnastics Championships team Alexei Nemov']], [[6, '1997 World Artistic Gymnastics Championships team Mirela Țugurlan'], [9, '1997 World Artistic Gymnastics Championships team Zhou Duan']], [[8, '1997 World Artistic Gymnastics Championships team Alexei Nemov'], [9, '1997 World Artistic Gymnastics Championships team Zhou Duan']]]	1	1
count	P54	How many teams has Juventus F.C. played for?	[1]	[[0]]	[[[0, 'Juventus F.C. team Barcelona']]]	1	1
bool	P54	Is 1997 World Artistic Gymnastics Championships part of Barcelona?	['FALSE']	[[1], [3]]	[[[3, '1997 World Artistic Gymnastics Championships team Shigeru Kurihara']], [[1, '1997 World Artistic Gymnastics Championships team Belarus'], [2, '1997 World Artistic Gymnastics Championships team Russia']], [[1, '1997 World Artistic Gymnastics Championships team Belarus'], [3, '1997 World Artistic Gymnastics Championships team Shigeru Kurihara']], [[2, '1997 World Artistic Gymnastics Championships team Russia'], [3, '1997 World Artistic Gymnastics Championships team Shigeru Kurihara']]]	0	1
set	P54	Who is a member of Shigeru Kurihara?	['1997 World Artistic Gymnastics Championships']	None	[[]]	0	0
min/max	P54	Who has played for the least teams?	['Juventus F.C.']	None	[[]]	0	0
bool	P54	Is 2013 FIA World Endurance Championship part of OAK Racing?	['TRUE']	[[7]]	[[[7, '2013 FIA World Endurance Championship team OAK Racing']]]	1	1
min/max	P54	Who has played for the fewest teams?	['Mexico City', '1962 FIFA World Cup']	None	[[]]	0	0
set	P54	AFC Asian Cup is a member of which teams?	['Iraq', 'North Korea', 'Japan']	[[2], [4], [8]]	[[[2, 'AFC Asian Cup team Japan']], [[4, 'AFC Asian Cup team North Korea']], [[5, 'AFC Asian Cup team Australia']], [[6, 'AFC Asian Cup team India']], [[2, 'AFC Asian Cup team Japan'], [1, '1962 FIFA World Cup team Uruguay']], [[2, 'AFC Asian Cup team Japan'], [3, 'Red Bull RB3 team Red Bull Racing']], [[2, 'AFC Asian Cup team Japan'], [4, 'AFC Asian Cup team North Korea']], [[2, 'AFC Asian Cup team Japan'], [5, 'AFC Asian Cup team Australia']], [[2, 'AFC Asian Cup team Japan'], [6, 'AFC Asian Cup team India']], [[2, 'AFC Asian Cup team Japan'], [7, '2010 FIFA World Cup team Uruguay']], [[2, 'AFC Asian Cup team Japan'], [8, 'AFC Asian Cup team Iraq']], [[2, 'AFC Asian Cup team Japan'], [9, 'Barcelona league World League']], [[4, 'AFC Asian Cup team North Korea'], [1, '1962 FIFA World Cup team Uruguay']], [[4, 'AFC Asian Cup team North Korea'], [3, 'Red Bull RB3 team Red Bull Racing']], [[4, 'AFC Asian Cup team North Korea'], [5, 'AFC Asian Cup team Australia']], [[4, 'AFC Asian Cup team North Korea'], [6, 'AFC Asian Cup team India']], [[4, 'AFC Asian Cup team North Korea'], [7, '2010 FIFA World Cup team Uruguay']], [[4, 'AFC Asian Cup team North Korea'], [8, 'AFC Asian Cup team Iraq']], [[5, 'AFC Asian Cup team Australia'], [1, '1962 FIFA World Cup team Uruguay']], [[5, 'AFC Asian Cup team Australia'], [3, 'Red Bull RB3 team Red Bull Racing']], [[5, 'AFC Asian Cup team Australia'], [6, 'AFC Asian Cup team India']], [[5, 'AFC Asian Cup team Australia'], [7, '2010 FIFA World Cup team Uruguay']], [[5, 'AFC Asian Cup team Australia'], [8, 'AFC Asian Cup team Iraq']], [[6, 'AFC Asian Cup team India'], [1, '1962 FIFA World Cup team Uruguay']], [[6, 'AFC Asian Cup team India'], [3, 'Red Bull RB3 team Red Bull Racing']], [[6, 'AFC Asian Cup team India'], [7, '2010 FIFA World Cup team Uruguay']], [[6, 'AFC Asian Cup team India'], [8, 'AFC Asian Cup team Iraq']], [[8, 'AFC Asian Cup team Iraq'], [1, '1962 FIFA World Cup team Uruguay']], [[8, 'AFC Asian Cup team Iraq'], [3, 'Red Bull RB3 team Red Bull Racing']], [[8, 'AFC Asian Cup team Iraq'], [7, '2010 FIFA World Cup team Uruguay']], [[8, 'AFC Asian Cup team Iraq'], [9, 'Barcelona league World League']], [[9, 'Barcelona league World League'], [1, '1962 FIFA World Cup team Uruguay']], [[9, 'Barcelona league World League'], [3, 'Red Bull RB3 team Red Bull Racing']], [[9, 'Barcelona league World League'], [4, 'AFC Asian Cup team North Korea']], [[9, 'Barcelona league World League'], [5, 'AFC Asian Cup team Australia']], [[9, 'Barcelona league World League'], [6, 'AFC Asian Cup team India']], [[9, 'Barcelona league World League'], [7, '2010 FIFA World Cup team Uruguay']]]	0	1
min/max	P54	What is the team with the most players?	['Philippines', 'Red Bull Racing']	[[0], [3]]	[[[4, 'AFC Asian Cup team North Korea']], [[5, 'AFC Asian Cup team Australia']], [[4, 'AFC Asian Cup team North Korea'], [1, '1962 FIFA World Cup team Uruguay']], [[4, 'AFC Asian Cup team North Korea'], [2, 'AFC Asian Cup team Japan']], [[4, 'AFC Asian Cup team North Korea'], [3, 'Red Bull RB3 team Red Bull Racing']], [[4, 'AFC Asian Cup team North Korea'], [5, 'AFC Asian Cup team Australia']], [[5, 'AFC Asian Cup team Australia'], [1, '1962 FIFA World Cup team Uruguay']], [[5, 'AFC Asian Cup team Australia'], [2, 'AFC Asian Cup team Japan']], [[5, 'AFC Asian Cup team Australia'], [3, 'Red Bull RB3 team Red Bull Racing']]]	0	1
bool	P54	Does AFC Asian Cup play for Japan?	[]	None	[[]]	0	0
set	P54	Who plays for Uruguay?	[]	[]	[[[1, '1962 FIFA World Cup team Uruguay']]]	1	1
bool	P118	Does Sabah play in West Coast Division?	['TRUE']	[[7]]	[[[7, 'Sabah division West Coast Division'], [0, 'AFC Asian Cup team Uzbekistan']], [[9, 'Ulsan Hyundai FC division 1'], [0, 'AFC Asian Cup team Uzbekistan']]]	0	1
set	P54	Who is a member of Malaysia?	['1998 Tour de Langkawi']	None	[[[2, 'Sabah division Tawau Division']], [[7, 'Sabah division West Coast Division']]]	0	0
count	P54	How many people play for Uzbekistan?	[1]	[[0]]	[[[1, 'FC Spartak Varna league League'], [0, 'AFC Asian Cup team Uzbekistan']]]	0	1
min/max	P118	Who has participated in the least number of leagues?	[]	None	[[]]	0	0
bool	P118	Is the league that Barcelona plays for World League?	[]	None	[[]]	0	0
bool	P118	Does FC Liefering play in Tawau Division?	['FALSE']	[[2]]	[[[2, 'FC Liefering league league'], [1, 'Barcelona league World League']]]	0	1
bool	P118	Is FC Spartak Varna a participant of Sandakan Division?	['FALSE']	[[4]]	[[[2, 'FC Liefering league league'], [4, 'FC Spartak Varna league League']]]	0	1
set	P54	Who is a member of Red Bull Racing?	['Red Bull RB3']	[[6]]	[[[6, 'Red Bull RB3 team Red Bull Racing']]]	1	1
count	P118	How many participants are there in Oberliga Baden-Württemberg?	[1]	None	[]	0	0
bool	P54	Is AFC Asian Cup a member of Iraq?	['TRUE']	[[3]]	[[[3, 'AFC Asian Cup team Iraq'], [1, '1962 FIFA World Cup team Uruguay']], [[3, 'AFC Asian Cup team Iraq'], [2, '2010 FIFA World Cup team Uruguay']], [[3, 'AFC Asian Cup team Iraq'], [4, 'AFC Asian Cup team United Arab Emirates']], [[4, 'AFC Asian Cup team United Arab Emirates'], [1, '1962 FIFA World Cup team Uruguay']], [[4, 'AFC Asian Cup team United Arab Emirates'], [2, '2010 FIFA World Cup team Uruguay']]]	0	1
bool	P118	Does Sabah participate in Oberliga Baden-Württemberg?	['FALSE']	None	[[[0, 'SC Freiburg division Oberliga Baden-Württemberg']], [[0, 'SC Freiburg division Oberliga Baden-Württemberg'], [2, '2010 FIFA World Cup team Uruguay']]]	0	0
min/max	P54	Who has played for the fewest teams?	['2010 FIFA World Cup', 'AFC Asian Cup']	None	[[]]	0	0
set	P54	List teams 2010 FIFA World Cup plays for	['Argentina']	[[3]]	[[[3, '2010 FIFA World Cup team Argentina']], [[3, '2010 FIFA World Cup team Argentina'], [4, 'UEFA Euro 2016 team Republic of Ireland']], [[3, '2010 FIFA World Cup team Argentina'], [7, 'AFC Asian Cup team Israel']]]	1	1
bool	P54	Does 1998 Tour de Langkawi play for Israel?	['FALSE']	[[2]]	[[[2, '1998 Tour de Langkawi team Australia']], [[5, '1998 Tour de Langkawi team Mróz']], [[9, '1998 Tour de Langkawi team Republic of Ireland']], [[1, '1998 Tour de Langkawi team Malaysia'], [2, '1998 Tour de Langkawi team Australia']], [[1, '1998 Tour de Langkawi team Malaysia'], [3, '2010 FIFA World Cup team Argentina']], [[1, '1998 Tour de Langkawi team Malaysia'], [5, '1998 Tour de Langkawi team Mróz']], [[1, '1998 Tour de Langkawi team Malaysia'], [6, '1998 Tour de Langkawi team Malaysia']], [[1, '1998 Tour de Langkawi team Malaysia'], [7, 'AFC Asian Cup team Israel']], [[1, '1998 Tour de Langkawi team Malaysia'], [9, '1998 Tour de Langkawi team Republic of Ireland']], [[2, '1998 Tour de Langkawi team Australia'], [3, '2010 FIFA World Cup team Argentina']], [[2, '1998 Tour de Langkawi team Australia'], [5, '1998 Tour de Langkawi team Mróz']], [[2, '1998 Tour de Langkawi team Australia'], [7, 'AFC Asian Cup team Israel']], [[2, '1998 Tour de Langkawi team Australia'], [9, '1998 Tour de Langkawi team Republic of Ireland']], [[5, '1998 Tour de Langkawi team Mróz'], [3, '2010 FIFA World Cup team Argentina']], [[5, '1998 Tour de Langkawi team Mróz'], [7, 'AFC Asian Cup team Israel']], [[5, '1998 Tour de Langkawi team Mróz'], [9, '1998 Tour de Langkawi team Republic of Ireland']], [[6, '1998 Tour de Langkawi team Malaysia'], [2, '1998 Tour de Langkawi team Australia']], [[6, '1998 Tour de Langkawi team Malaysia'], [3, '2010 FIFA World Cup team Argentina']], [[6, '1998 Tour de Langkawi team Malaysia'], [5, '1998 Tour de Langkawi team Mróz']], [[6, '1998 Tour de Langkawi team Malaysia'], [7, 'AFC Asian Cup team Israel']], [[6, '1998 Tour de Langkawi team Malaysia'], [9, '1998 Tour de Langkawi team Republic of Ireland']], [[7, 'AFC Asian Cup team Israel'], [0, 'AFC Asian Cup team Qatar']], [[7, 'AFC Asian Cup team Israel'], [3, '2010 FIFA World Cup team Argentina']], [[7, 'AFC Asian Cup team Israel'], [9, '1998 Tour de Langkawi team Republic of Ireland']], [[9, '1998 Tour de Langkawi team Republic of Ireland'], [3, '2010 FIFA World Cup team Argentina']]]	1	1
set	P54	Who is a member of Republic of Ireland?	['UEFA Euro 2016', '1998 Tour de Langkawi']	None	[[]]	0	0
