query_type	relation	query	correct output	system output	ssg output	Exact Match	Soft Match
min/max	P21	What is the most popular gender?	['male connector']	[[2], [3], [4], [5], [6], [8]]	"[[[2, 'Pierre-Constant Budin, a man named Pierre, was an officer of the Legion of Honour. He is also known as a human, and his description of it can be found in Obalky knih.cz.']], [[3, 'Jennifer Byrne was born in Melbourne, Australia on March 5, 1955 . She is a Journalist and Television presenter . Jennifer Byrne is a woman.']], [[4, 'Frank Marzano, a human, was awarded the IEEE Fellow award. His surname is Frank, he is a man.']], [[5, 'Arthur J. Nascarella, born Arthur J. Nascarella, served in the United States Marine Corps and is a human being.']], [[6, ""Oumar Abakar was born in N'Djamena, Chad on September 1, 1979 . He is an association Football player and he is a man of color.""]], [[8, 'Jorge Ignacio Cortiñas is a Playwright and human being from the United States . Jorge Ignacio Cortiñas was born in the U.S.A . He is also known as Jorge Ignacio Cortiñas.']]]"	1	1
set	P21	List everyone who is male connector	['Jorge Ignacio Cortiñas', 'Pierre-Constant Budin', 'Arthur J. Nascarella', 'Oumar Abakar', 'Frank Marzano']	[[2], [4], [5], [6], [8]]	"[[[2, 'Pierre-Constant Budin, a man named Pierre, was an officer of the Legion of Honour. He is also known as a human, and his description of it can be found in Obalky knih.cz.']], [[4, 'Frank Marzano, a human, was awarded the IEEE Fellow award. His surname is Frank, he is a man.']], [[5, 'Arthur J. Nascarella, born Arthur J. Nascarella, served in the United States Marine Corps and is a human being.']], [[6, ""Oumar Abakar was born in N'Djamena, Chad on September 1, 1979 . He is an association Football player and he is a man of color.""]], [[8, 'Jorge Ignacio Cortiñas is a Playwright and human being from the United States . Jorge Ignacio Cortiñas was born in the U.S.A . He is also known as Jorge Ignacio Cortiñas.']], [[9, 'David Burpee, whose name is David, is a human being. His father was Washington Atlee Burpee.']]]"	1	1
bool	P106	Does Jennifer Byrne work as an Journalist?	['TRUE']	[[3]]	[[[3, 'Jennifer Byrne was born in Melbourne, Australia on March 5, 1955 . She is a Journalist and Television presenter . Jennifer Byrne is a woman.']]]	1	1
bool	P21	Is Jorge Ignacio Cortiñas female connector?	[]	None	[[]]	0	0
min/max	P27	Which country has the fewest number of citizens?	['Australia', 'Chad', 'United States']	[[3], [6], [8]]	"[[[2, 'Pierre-Constant Budin, a man named Pierre, was an officer of the Legion of Honour. He is also known as a human, and his description of it can be found in Obalky knih.cz.']], [[3, 'Jennifer Byrne was born in Melbourne, Australia on March 5, 1955 . She is a Journalist and Television presenter . Jennifer Byrne is a woman.']], [[4, 'Frank Marzano, a human, was awarded the IEEE Fellow award. His surname is Frank, he is a man.']], [[5, 'Arthur J. Nascarella, born Arthur J. Nascarella, served in the United States Marine Corps and is a human being.']], [[6, ""Oumar Abakar was born in N'Djamena, Chad on September 1, 1979 . He is an association Football player and he is a man of color.""]], [[8, 'Jorge Ignacio Cortiñas is a Playwright and human being from the United States . Jorge Ignacio Cortiñas was born in the U.S.A . He is also known as Jorge Ignacio Cortiñas.']]]"	1	1
set	P47	Which places share a border with Roman Catholic Archdiocese of Pisa?	[]	None	[[]]	0	0
set	P50	What are the books written by Djamaluddin Adinegoro?	['Ensiklopedi Umum dalam Bahasa Indonesia']	[[0]]	[[[0, 'Ensiklopedi Umum dalam Bahasa Indonesia, written by Djamaluddin Adinegoro, is a work of Indonesian literature.']]]	1	1
bool	P50	Was The Tyger written by Djamaluddin Adinegoro?	[]	[]	[[[0, 'Ensiklopedi Umum dalam Bahasa Indonesia, written by Djamaluddin Adinegoro, is a work of Indonesian literature.']]]	1	1
set	P106	What are DJ Trevi's jobs?	['Actor', 'Record producer']	[[2]]	[[[2, 'DJ Trevi was born in the United States on 27 June 1990 . He is a Disc jockey and Actor . He is a Record producer and he is a man.']], [[8, 'Brett Nelson (born 1969 in the United States) is a singer and Songwriter . He is a member of the band The Boys.']]]	1	1
bool	P27	Does Ryota Watanabe have the nationality of United States?	['FALSE']	None	[[]]	0	0
count	P108	How many people work for The Australian?	[1]	[[3]]	[[[3, 'Iain Shedden worked for The Australian, where he began his career on October 12, 1993. He retired on October 16, 2017.']]]	1	1
bool	P106	Does DJ Trevi work as an Record producer?	['TRUE']	[[2]]	"[[[1, ""Ryota Watanabe was born in Japan on 11 March 1991 in Tokyo . He is an association Football player who has represented Japan at the men's international level.""]], [[2, 'DJ Trevi was born in the United States on 27 June 1990 . He is a Disc jockey and Actor . He is a Record producer and he is a man.']], [[8, 'Brett Nelson (born 1969 in the United States) is a singer and Songwriter . He is a member of the band The Boys.']], [[9, 'Vladimir Romashkov is a Film director and human being . The name of his is Vladimir and he is a man.']]]"	1	1
set	P21	Who is male connector?	['DJ Trevi', 'Brett Nelson', 'Ryota Watanabe', 'Vladimir Romashkov']	[[1], [2], [8], [9]]	"[[[1, ""Ryota Watanabe was born in Japan on 11 March 1991 in Tokyo . He is an association Football player who has represented Japan at the men's international level.""]], [[2, 'DJ Trevi was born in the United States on 27 June 1990 . He is a Disc jockey and Actor . He is a Record producer and he is a man.']], [[8, 'Brett Nelson (born 1969 in the United States) is a singer and Songwriter . He is a member of the band The Boys.']], [[9, 'Vladimir Romashkov is a Film director and human being . The name of his is Vladimir and he is a man.']]]"	1	1
count	P108	How many places has Donald Lloyd-Jones worked?	[]	[]	"[[[1, ""Ryota Watanabe was born in Japan on 11 March 1991 in Tokyo . He is an association Football player who has represented Japan at the men's international level.""]], [[2, 'DJ Trevi was born in the United States on 27 June 1990 . He is a Disc jockey and Actor . He is a Record producer and he is a man.']]]"	1	1
count	P27	How many nationalities does Mihael Vončina have?	[1]	None	[[]]	0	0
count	P106	How many people are Football player?	[]	[]	"[[[0, 'Robert Baer was born in Los Angeles on July 1, 1952 . He is a Screenwriter and non-fiction writer . He was also an intelligence agent.']], [[2, 'Musician and Songwriter Risto Asikainen is a Record producer and composer . He was born in Nurmijärvi, Finland on August 20, 1958.']], [[4, ""Orwin Castel was born in Mauritius on June 18, 1973 . He is an association Football player who represented Mauritius at the men's international level.""]]]"	1	1
min/max	P21	What is the least popular gender?	['female connector']	[[4], [5], [6], [7], [8]]	"[[[0, 'Robert Baer was born in Los Angeles on July 1, 1952 . He is a Screenwriter and non-fiction writer . He was also an intelligence agent.']], [[2, 'Musician and Songwriter Risto Asikainen is a Record producer and composer . He was born in Nurmijärvi, Finland on August 20, 1958.']], [[4, ""Orwin Castel was born in Mauritius on June 18, 1973 . He is an association Football player who represented Mauritius at the men's international level.""]], [[5, ""Mihael Vončina was born on 25 February 1969 in the Socialist Federal Republic of Yugoslavia . He is a Football player for the Slovenian national team . He played association football for the men's team.""]], [[6, ""František Laurinec was born in Veľké Uherce, Slovakia on August 19, 1951 . He is an association Football player . He was a member of the Slovakia men's national football team.""]], [[7, ""Janese Swanson was born in the United States in 1958 . She graduated from the University of San Francisco and became a software developer . She is the Inventor of the women's slack line.""]], [[8, ""Kim Gyu-san was born in South Korea on September 1, 1941. He was a rower who competed in the 1964 Summer Olympics in the men's eight. He was also a human being.""]], [[9, 'Evan Dorkin was born April 20, 1965 in Brooklyn, United States . He is a Comics artist, Screenwriter and blogger.']]]"	1	1
count	P21	How many people are male connector?	[4]	[[4], [5], [6], [8]]	"[[[0, 'Robert Baer was born in Los Angeles on July 1, 1952 . He is a Screenwriter and non-fiction writer . He was also an intelligence agent.']], [[2, 'Musician and Songwriter Risto Asikainen is a Record producer and composer . He was born in Nurmijärvi, Finland on August 20, 1958.']], [[4, ""Orwin Castel was born in Mauritius on June 18, 1973 . He is an association Football player who represented Mauritius at the men's international level.""]], [[5, ""Mihael Vončina was born on 25 February 1969 in the Socialist Federal Republic of Yugoslavia . He is a Football player for the Slovenian national team . He played association football for the men's team.""]], [[6, ""František Laurinec was born in Veľké Uherce, Slovakia on August 19, 1951 . He is an association Football player . He was a member of the Slovakia men's national football team.""]], [[8, ""Kim Gyu-san was born in South Korea on September 1, 1941. He was a rower who competed in the 1964 Summer Olympics in the men's eight. He was also a human being.""]], [[9, 'Evan Dorkin was born April 20, 1965 in Brooklyn, United States . He is a Comics artist, Screenwriter and blogger.']]]"	1	1
min/max	P106	What job has had the highest number of people working there?	['Football player']	[[0], [2], [4], [6], [9]]	"[[[0, 'Robert Baer was born in Los Angeles on July 1, 1952 . He is a Screenwriter and non-fiction writer . He was also an intelligence agent.']], [[2, 'Musician and Songwriter Risto Asikainen is a Record producer and composer . He was born in Nurmijärvi, Finland on August 20, 1958.']], [[4, ""Orwin Castel was born in Mauritius on June 18, 1973 . He is an association Football player who represented Mauritius at the men's international level.""]], [[5, ""Mihael Vončina was born on 25 February 1969 in the Socialist Federal Republic of Yugoslavia . He is a Football player for the Slovenian national team . He played association football for the men's team.""]], [[6, ""František Laurinec was born in Veľké Uherce, Slovakia on August 19, 1951 . He is an association Football player . He was a member of the Slovakia men's national football team.""]], [[7, ""Janese Swanson was born in the United States in 1958 . She graduated from the University of San Francisco and became a software developer . She is the Inventor of the women's slack line.""]], [[8, ""Kim Gyu-san was born in South Korea on September 1, 1941. He was a rower who competed in the 1964 Summer Olympics in the men's eight. He was also a human being.""]], [[9, 'Evan Dorkin was born April 20, 1965 in Brooklyn, United States . He is a Comics artist, Screenwriter and blogger.']]]"	1	1
set	P106	Who works as a Football player?	['Orwin Castel']	[[4]]	"[[[0, 'Robert Baer was born in Los Angeles on July 1, 1952 . He is a Screenwriter and non-fiction writer . He was also an intelligence agent.']], [[2, 'Musician and Songwriter Risto Asikainen is a Record producer and composer . He was born in Nurmijärvi, Finland on August 20, 1958.']], [[4, ""Orwin Castel was born in Mauritius on June 18, 1973 . He is an association Football player who represented Mauritius at the men's international level.""]], [[5, ""Mihael Vončina was born on 25 February 1969 in the Socialist Federal Republic of Yugoslavia . He is a Football player for the Slovenian national team . He played association football for the men's team.""]]]"	1	1
min/max	P69	Where have the fewest people studied?	[]	[]	"[[[0, 'Robert Baer was born in Los Angeles on July 1, 1952 . He is a Screenwriter and non-fiction writer . He was also an intelligence agent.']], [[2, 'Musician and Songwriter Risto Asikainen is a Record producer and composer . He was born in Nurmijärvi, Finland on August 20, 1958.']], [[4, ""Orwin Castel was born in Mauritius on June 18, 1973 . He is an association Football player who represented Mauritius at the men's international level.""]], [[5, ""Mihael Vončina was born on 25 February 1969 in the Socialist Federal Republic of Yugoslavia . He is a Football player for the Slovenian national team . He played association football for the men's team.""]], [[6, ""František Laurinec was born in Veľké Uherce, Slovakia on August 19, 1951 . He is an association Football player . He was a member of the Slovakia men's national football team.""]], [[7, ""Janese Swanson was born in the United States in 1958 . She graduated from the University of San Francisco and became a software developer . She is the Inventor of the women's slack line.""]]]"	1	1
count	P19	How many people were born in Mauritius?	[]	None	[[]]	0	0
set	P21	Which people are male connector?	['František Laurinec', 'Orwin Castel', 'Mihael Vončina']	[[4], [5], [6]]	"[[[0, 'Robert Baer was born in Los Angeles on July 1, 1952 . He is a Screenwriter and non-fiction writer . He was also an intelligence agent.']], [[2, 'Musician and Songwriter Risto Asikainen is a Record producer and composer . He was born in Nurmijärvi, Finland on August 20, 1958.']], [[4, ""Orwin Castel was born in Mauritius on June 18, 1973 . He is an association Football player who represented Mauritius at the men's international level.""]], [[5, ""Mihael Vončina was born on 25 February 1969 in the Socialist Federal Republic of Yugoslavia . He is a Football player for the Slovenian national team . He played association football for the men's team.""]], [[6, ""František Laurinec was born in Veľké Uherce, Slovakia on August 19, 1951 . He is an association Football player . He was a member of the Slovakia men's national football team.""]]]"	1	1
count	P19	How many people were born in Brooklyn?	[1]	[[9]]	"[[[0, 'Robert Baer was born in Los Angeles on July 1, 1952 . He is a Screenwriter and non-fiction writer . He was also an intelligence agent.']], [[2, 'Musician and Songwriter Risto Asikainen is a Record producer and composer . He was born in Nurmijärvi, Finland on August 20, 1958.']], [[5, ""Mihael Vončina was born on 25 February 1969 in the Socialist Federal Republic of Yugoslavia . He is a Football player for the Slovenian national team . He played association football for the men's team.""]], [[6, ""František Laurinec was born in Veľké Uherce, Slovakia on August 19, 1951 . He is an association Football player . He was a member of the Slovakia men's national football team.""]], [[8, ""Kim Gyu-san was born in South Korea on September 1, 1941. He was a rower who competed in the 1964 Summer Olympics in the men's eight. He was also a human being.""]], [[9, 'Evan Dorkin was born April 20, 1965 in Brooklyn, United States . He is a Comics artist, Screenwriter and blogger.']]]"	1	1
set	P27	What are the nationalities of Janese Swanson?	['United States']	[[7]]	"[[[7, ""Janese Swanson was born in the United States in 1958 . She graduated from the University of San Francisco and became a software developer . She is the Inventor of the women's slack line.""]]]"	1	1
min/max	P21	What is the most popular gender?	['male connector']	[[4], [5], [6], [7], [8]]	"[[[0, 'Robert Baer was born in Los Angeles on July 1, 1952 . He is a Screenwriter and non-fiction writer . He was also an intelligence agent.']], [[2, 'Musician and Songwriter Risto Asikainen is a Record producer and composer . He was born in Nurmijärvi, Finland on August 20, 1958.']], [[4, ""Orwin Castel was born in Mauritius on June 18, 1973 . He is an association Football player who represented Mauritius at the men's international level.""]], [[5, ""Mihael Vončina was born on 25 February 1969 in the Socialist Federal Republic of Yugoslavia . He is a Football player for the Slovenian national team . He played association football for the men's team.""]], [[6, ""František Laurinec was born in Veľké Uherce, Slovakia on August 19, 1951 . He is an association Football player . He was a member of the Slovakia men's national football team.""]], [[7, ""Janese Swanson was born in the United States in 1958 . She graduated from the University of San Francisco and became a software developer . She is the Inventor of the women's slack line.""]], [[8, ""Kim Gyu-san was born in South Korea on September 1, 1941. He was a rower who competed in the 1964 Summer Olympics in the men's eight. He was also a human being.""]], [[9, 'Evan Dorkin was born April 20, 1965 in Brooklyn, United States . He is a Comics artist, Screenwriter and blogger.']]]"	1	1
count	P69	How many degrees does Janese Swanson have?	[1]	[[7]]	"[[[7, ""Janese Swanson was born in the United States in 1958 . She graduated from the University of San Francisco and became a software developer . She is the Inventor of the women's slack line.""]]]"	1	1
bool	P27	Is Jennifer Byrne a citizen of Brazil?	['FALSE']	[[5]]	[[[3, 'Kauiza Venancio was born in Curitiba on June 11th 1987. She is a female track and field athlete from Brazil who competed in the Athletics at the 2016 Summer Olympics.']], [[5, 'Jennifer Byrne was born in Melbourne, Australia on March 5, 1955 . She is a Journalist and Television presenter . Jennifer Byrne is a woman.']]]	1	1
count	P106	How many people are Television presenter?	[]	[]	[[[2, 'Matt Ingram was born in High Wycombe, United Kingdom on 18 December 1993 . He is an association Football player and he is a man.']], [[5, 'Jennifer Byrne was born in Melbourne, Australia on March 5, 1955 . She is a Journalist and Television presenter . Jennifer Byrne is a woman.']]]	1	1
bool	P27	Is Jennifer Byrne a citizen of Australia?	['TRUE']	[[5]]	[[[3, 'Kauiza Venancio was born in Curitiba on June 11th 1987. She is a female track and field athlete from Brazil who competed in the Athletics at the 2016 Summer Olympics.']], [[5, 'Jennifer Byrne was born in Melbourne, Australia on March 5, 1955 . She is a Journalist and Television presenter . Jennifer Byrne is a woman.']]]	1	1
bool	P27	Does Matt Ingram have the nationality of Australia?	['FALSE']	[[2]]	[[[2, 'Matt Ingram was born in High Wycombe, United Kingdom on 18 December 1993 . He is an association Football player and he is a man.']]]	1	1
min/max	P21	Which gender has the fewest people?	['male connector']	[[2], [3], [5]]	[[[2, 'Matt Ingram was born in High Wycombe, United Kingdom on 18 December 1993 . He is an association Football player and he is a man.']], [[5, 'Jennifer Byrne was born in Melbourne, Australia on March 5, 1955 . She is a Journalist and Television presenter . Jennifer Byrne is a woman.']]]	0	1
min/max	P106	Who has had the highest number of jobs?	['Jenny Kelly']	[[6]]	[[[2, 'Hezekiah Bissell was born in 1835 in the United States and graduated from Yale School of Engineering & Applied Science . Hezekiah Bissell was a Civil engineer and he was a man of great ability.']], [[4, 'Lee Jae-hak is a human being, who attended Daegu High School. He is a pitcher for the Doosan Bears.']], [[6, 'Born on 6 May 1972 in Dublin, the Republic of Ireland, Jenny Kelly graduated from Trinity College Dublin . She is a Radio personality and a female.']]]	1	1
bool	P69	Was the alma mater of someone who works as a Engineer Yale School of Engineering & Applied Science?	[]	None	[[]]	0	0
min/max	P69	Where have the fewest people studied?	['Trinity College Dublin']	[[6]]	[[[2, 'Hezekiah Bissell was born in 1835 in the United States and graduated from Yale School of Engineering & Applied Science . Hezekiah Bissell was a Civil engineer and he was a man of great ability.']], [[4, 'Lee Jae-hak is a human being, who attended Daegu High School. He is a pitcher for the Doosan Bears.']], [[6, 'Born on 6 May 1972 in Dublin, the Republic of Ireland, Jenny Kelly graduated from Trinity College Dublin . She is a Radio personality and a female.']]]	1	1
count	P69	How many people study at Yale School of Engineering & Applied Science?	[1]	None	[[]]	0	0
set	P21	List everyone who is female connector	[]	[]	[[[2, 'Hezekiah Bissell was born in 1835 in the United States and graduated from Yale School of Engineering & Applied Science . Hezekiah Bissell was a Civil engineer and he was a man of great ability.']]]	1	1
bool	P21	Is Hezekiah Bissell female connector?	['FALSE']	None	[[[6, 'Born on 6 May 1972 in Dublin, the Republic of Ireland, Jenny Kelly graduated from Trinity College Dublin . She is a Radio personality and a female.']]]	0	0
min/max	P27	Which country has the largest number of citizens?	['United States', 'Republic of Ireland']	[[2], [6]]	[[[2, 'Hezekiah Bissell was born in 1835 in the United States and graduated from Yale School of Engineering & Applied Science . Hezekiah Bissell was a Civil engineer and he was a man of great ability.']], [[4, 'Lee Jae-hak is a human being, who attended Daegu High School. He is a pitcher for the Doosan Bears.']], [[6, 'Born on 6 May 1972 in Dublin, the Republic of Ireland, Jenny Kelly graduated from Trinity College Dublin . She is a Radio personality and a female.']]]	1	1
bool	P54	Is Lee Jae-hak a member of PSFC Chernomorets Burgas?	['FALSE']	None	[[[5, 'Stefan Traykov plays for PSFC Chernomorets Burgas.']]]	0	0
bool	P54	Does Aleksandr Krasiy play for Philadelphia Eagles?	['FALSE']	None	[]	0	0
min/max	P50	Which author has written the largest number of books?	[]	None	[[]]	0	0
set	P54	Wilson Sanches Leal is a member of which teams?	[]	None	[[]]	0	0
min/max	P1082	Which place has the biggest population?	[]	None	[[]]	0	0
min/max	P106	Who has had the least number of jobs?	['Shakti Arora', 'Faisal Zayid']	[[2], [7]]	"[[[2, 'Born in Mumbai, India on May 16, 1986, Shakti Arora is an Actor who has appeared in the films The Man in the Moon and The Man in the Moon 2.']], [[3, ""Simon Fredriksson is the name of the human being . He is a member of the Men's Ice Hockey Team of the Färjestad BK.""]], [[7, ""Faisal Zayid was born on 9 October 1991 in Kuwait City . He is a Football player for the Kuwait national football team . He participated in the 2015 AFC Asian Cup and is a member of the men's national football team.""]], [[8, 'Robert M. Switzer graduated from Ohio State University.']], [[9, ""Elad Koren was born in Netanya, Israel in 1974 . He is an association Football player who is a member of the Israel men's national football team.""]]]"	1	1
min/max	P21	What is the most popular gender?	['male connector']	[[2], [7], [9]]	"[[[2, 'Born in Mumbai, India on May 16, 1986, Shakti Arora is an Actor who has appeared in the films The Man in the Moon and The Man in the Moon 2.']], [[3, ""Simon Fredriksson is the name of the human being . He is a member of the Men's Ice Hockey Team of the Färjestad BK.""]], [[7, ""Faisal Zayid was born on 9 October 1991 in Kuwait City . He is a Football player for the Kuwait national football team . He participated in the 2015 AFC Asian Cup and is a member of the men's national football team.""]], [[9, ""Elad Koren was born in Netanya, Israel in 1974 . He is an association Football player who is a member of the Israel men's national football team.""]]]"	1	1
count	P21	How many people are male connector?	[3]	[[2], [7], [9]]	"[[[2, 'Born in Mumbai, India on May 16, 1986, Shakti Arora is an Actor who has appeared in the films The Man in the Moon and The Man in the Moon 2.']], [[3, ""Simon Fredriksson is the name of the human being . He is a member of the Men's Ice Hockey Team of the Färjestad BK.""]], [[7, ""Faisal Zayid was born on 9 October 1991 in Kuwait City . He is a Football player for the Kuwait national football team . He participated in the 2015 AFC Asian Cup and is a member of the men's national football team.""]], [[9, ""Elad Koren was born in Netanya, Israel in 1974 . He is an association Football player who is a member of the Israel men's national football team.""]]]"	1	1
bool	P47	Does Biharkeresztes share a border with Montazeau?	['FALSE']	[[1]]	[[[0, 'The neighbouring village of Mezőpeterd is Biharkeresztes.']], [[1, 'Montazeau is located in the neighbouring Nastringues.']]]	1	1
count	P47	How many places border Arreau?	[]	[]	[[[1, 'Arreau is located in the region of Campan.']]]	1	1
set	P54	Who plays for Uruguay?	['FIFA World Cup']	[[3]]	[[[3, 'FIFA World Cup team Uruguay'], [2, 'FIFA World Cup team Portugal']]]	0	1
bool	P54	Is FIFA World Cup a member of Uruguay?	['TRUE']	[[3]]	[[[2, 'FIFA World Cup team Portugal']], [[3, 'FIFA World Cup team Uruguay']], [[4, 'FIFA World Cup team Brazil']], [[5, 'FIFA World Cup team Turkey']], [[2, 'FIFA World Cup team Portugal'], [3, 'FIFA World Cup team Uruguay']], [[2, 'FIFA World Cup team Portugal'], [4, 'FIFA World Cup team Brazil']], [[2, 'FIFA World Cup team Portugal'], [5, 'FIFA World Cup team Turkey']], [[3, 'FIFA World Cup team Uruguay'], [4, 'FIFA World Cup team Brazil']], [[3, 'FIFA World Cup team Uruguay'], [5, 'FIFA World Cup team Turkey']], [[4, 'FIFA World Cup team Brazil'], [5, 'FIFA World Cup team Turkey']]]	1	1
min/max	P27	Which country has the highest number of nationals?	['State of Palestine', 'China']	[[8], [9]]	[[[0, 'Pieter van der Hulst was born in Dordrecht, which he started in 1684 and finished in 1699. He retired in Dordrecht in 1691, and he retired in 1727.']], [[6, 'John Metras was born in 1941 and is a Canadian football player who played for the Hamilton Tiger-Cats. His given name is John and he is a human being.']], [[7, 'Von Delany Mizell, a Physician, is a human being.']], [[8, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.']], [[9, 'Lau Wai Lim is a table tennis player from China. She was born in 2000. She competes in the sport of human beings and is a female table tennis player.']], [[0, 'Pieter van der Hulst was born in Dordrecht, which he started in 1684 and finished in 1699. He retired in Dordrecht in 1691, and he retired in 1727.'], [2, 'FIFA World Cup team Portugal']], [[0, 'Pieter van der Hulst was born in Dordrecht, which he started in 1684 and finished in 1699. He retired in Dordrecht in 1691, and he retired in 1727.'], [4, 'FIFA World Cup team Brazil']], [[0, 'Pieter van der Hulst was born in Dordrecht, which he started in 1684 and finished in 1699. He retired in Dordrecht in 1691, and he retired in 1727.'], [5, 'FIFA World Cup team Turkey']], [[6, 'John Metras was born in 1941 and is a Canadian football player who played for the Hamilton Tiger-Cats. His given name is John and he is a human being.'], [2, 'FIFA World Cup team Portugal']], [[6, 'John Metras was born in 1941 and is a Canadian football player who played for the Hamilton Tiger-Cats. His given name is John and he is a human being.'], [4, 'FIFA World Cup team Brazil']], [[6, 'John Metras was born in 1941 and is a Canadian football player who played for the Hamilton Tiger-Cats. His given name is John and he is a human being.'], [5, 'FIFA World Cup team Turkey']], [[7, 'Von Delany Mizell, a Physician, is a human being.'], [2, 'FIFA World Cup team Portugal']], [[7, 'Von Delany Mizell, a Physician, is a human being.'], [4, 'FIFA World Cup team Brazil']], [[7, 'Von Delany Mizell, a Physician, is a human being.'], [5, 'FIFA World Cup team Turkey']], [[8, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.'], [2, 'FIFA World Cup team Portugal']], [[8, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.'], [4, 'FIFA World Cup team Brazil']], [[8, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.'], [5, 'FIFA World Cup team Turkey']], [[9, 'Lau Wai Lim is a table tennis player from China. She was born in 2000. She competes in the sport of human beings and is a female table tennis player.'], [2, 'FIFA World Cup team Portugal']], [[9, 'Lau Wai Lim is a table tennis player from China. She was born in 2000. She competes in the sport of human beings and is a female table tennis player.'], [4, 'FIFA World Cup team Brazil']], [[9, 'Lau Wai Lim is a table tennis player from China. She was born in 2000. She competes in the sport of human beings and is a female table tennis player.'], [5, 'FIFA World Cup team Turkey']]]	1	1
set	P27	Who has citizenship of China?	['Lau Wai Lim']	None	[[]]	0	0
count	P21	How many people are male connector?	[3]	[[6], [7], [8]]	[[[6, 'John Metras was born in 1941 and is a Canadian football player who played for the Hamilton Tiger-Cats. His given name is John and he is a human being.']], [[7, 'Von Delany Mizell, a Physician, is a human being.']], [[8, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.']], [[6, 'John Metras was born in 1941 and is a Canadian football player who played for the Hamilton Tiger-Cats. His given name is John and he is a human being.'], [2, 'FIFA World Cup team Portugal']], [[6, 'John Metras was born in 1941 and is a Canadian football player who played for the Hamilton Tiger-Cats. His given name is John and he is a human being.'], [4, 'FIFA World Cup team Brazil']], [[6, 'John Metras was born in 1941 and is a Canadian football player who played for the Hamilton Tiger-Cats. His given name is John and he is a human being.'], [5, 'FIFA World Cup team Turkey']], [[7, 'Von Delany Mizell, a Physician, is a human being.'], [2, 'FIFA World Cup team Portugal']], [[7, 'Von Delany Mizell, a Physician, is a human being.'], [3, 'FIFA World Cup team Uruguay']], [[7, 'Von Delany Mizell, a Physician, is a human being.'], [4, 'FIFA World Cup team Brazil']], [[7, 'Von Delany Mizell, a Physician, is a human being.'], [5, 'FIFA World Cup team Turkey']], [[8, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.'], [2, 'FIFA World Cup team Portugal']], [[8, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.'], [4, 'FIFA World Cup team Brazil']], [[8, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.'], [5, 'FIFA World Cup team Turkey']]]	1	1
set	P54	someone who is a male connector is a member of which teams?	['Hamilton Tiger-Cats']	[[6]]	[[[6, 'John Metras was born in 1941 and is a Canadian football player who played for the Hamilton Tiger-Cats. His given name is John and he is a human being.']], [[8, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.']], [[6, 'John Metras was born in 1941 and is a Canadian football player who played for the Hamilton Tiger-Cats. His given name is John and he is a human being.'], [2, 'FIFA World Cup team Portugal']], [[6, 'John Metras was born in 1941 and is a Canadian football player who played for the Hamilton Tiger-Cats. His given name is John and he is a human being.'], [3, 'FIFA World Cup team Uruguay']], [[6, 'John Metras was born in 1941 and is a Canadian football player who played for the Hamilton Tiger-Cats. His given name is John and he is a human being.'], [4, 'FIFA World Cup team Brazil']], [[6, 'John Metras was born in 1941 and is a Canadian football player who played for the Hamilton Tiger-Cats. His given name is John and he is a human being.'], [5, 'FIFA World Cup team Turkey']], [[8, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.'], [2, 'FIFA World Cup team Portugal']], [[8, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.'], [3, 'FIFA World Cup team Uruguay']], [[8, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.'], [4, 'FIFA World Cup team Brazil']], [[8, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.'], [5, 'FIFA World Cup team Turkey']]]	1	1
set	P106	What is Von Delany Mizell's job?	['Physician']	[[7]]	[[[7, 'Von Delany Mizell, a Physician, is a human being.']], [[7, 'Von Delany Mizell, a Physician, is a human being.'], [2, 'FIFA World Cup team Portugal']], [[7, 'Von Delany Mizell, a Physician, is a human being.'], [4, 'FIFA World Cup team Brazil']], [[7, 'Von Delany Mizell, a Physician, is a human being.'], [5, 'FIFA World Cup team Turkey']]]	1	1
min/max	P19	Which place is the birthplace of the most people?	['Dordrecht']	None	[[]]	0	0
min/max	P54	Who has played for the most teams?	[]	None	[[]]	0	0
